state,stabbrs,year,sex,Census_Region,Census_Division,LE,race
Virginia,VA,1991,Female,South,South Atlantic,74.61620638,black
Virginia,VA,1991,Male,South,South Atlantic,65.93209494,black
Virginia,VA,1992,Female,South,South Atlantic,74.7651326,black
Virginia,VA,1992,Male,South,South Atlantic,66.15344925,black
Virginia,VA,1993,Female,South,South Atlantic,74.85040427,black
Virginia,VA,1993,Male,South,South Atlantic,66.28368942,black
Virginia,VA,1994,Female,South,South Atlantic,74.97888051,black
Virginia,VA,1994,Male,South,South Atlantic,66.51820641,black
Virginia,VA,1995,Female,South,South Atlantic,75.02928501,black
Virginia,VA,1995,Male,South,South Atlantic,66.80937264,black
Virginia,VA,1996,Female,South,South Atlantic,75.13915459,black
Virginia,VA,1996,Male,South,South Atlantic,67.31094175,black
Virginia,VA,1997,Female,South,South Atlantic,75.37468765,black
Virginia,VA,1997,Male,South,South Atlantic,67.89498818,black
Virginia,VA,1998,Female,South,South Atlantic,75.55135918,black
Virginia,VA,1998,Male,South,South Atlantic,68.40404709,black
Virginia,VA,1999,Female,South,South Atlantic,75.68594979,black
Virginia,VA,1999,Male,South,South Atlantic,68.72111295,black
Virginia,VA,2000,Female,South,South Atlantic,75.85454614,black
Virginia,VA,2000,Male,South,South Atlantic,69.08701891,black
Virginia,VA,2001,Female,South,South Atlantic,75.94347978,black
Virginia,VA,2001,Male,South,South Atlantic,69.36810053,black
Virginia,VA,2002,Female,South,South Atlantic,76.0826998,black
Virginia,VA,2002,Male,South,South Atlantic,69.62907339,black
Virginia,VA,2003,Female,South,South Atlantic,76.27086465,black
Virginia,VA,2003,Male,South,South Atlantic,69.79291458,black
Virginia,VA,2004,Female,South,South Atlantic,76.54417033,black
Virginia,VA,2004,Male,South,South Atlantic,70.22800768,black
Virginia,VA,2005,Female,South,South Atlantic,76.83711423,black
Virginia,VA,2005,Male,South,South Atlantic,70.55843597,black
Virginia,VA,2006,Female,South,South Atlantic,77.1715268,black
Virginia,VA,2006,Male,South,South Atlantic,71.00616831,black
Virginia,VA,2007,Female,South,South Atlantic,77.44739711,black
Virginia,VA,2007,Male,South,South Atlantic,71.28166754,black
Virginia,VA,2008,Female,South,South Atlantic,77.64932653,black
Virginia,VA,2008,Male,South,South Atlantic,71.78239737,black
Virginia,VA,2009,Female,South,South Atlantic,78.16696148,black
Virginia,VA,2009,Male,South,South Atlantic,72.13661373,black
Virginia,VA,2010,Female,South,South Atlantic,78.48716123,black
Virginia,VA,2010,Male,South,South Atlantic,72.49876901,black
Virginia,VA,2011,Female,South,South Atlantic,78.73384429,black
Virginia,VA,2011,Male,South,South Atlantic,72.9153283,black
Virginia,VA,2012,Female,South,South Atlantic,78.84567322,black
Virginia,VA,2012,Male,South,South Atlantic,73.13235436,black
Virginia,VA,2013,Female,South,South Atlantic,78.93765166,black
Virginia,VA,2013,Male,South,South Atlantic,73.21595641,black
Washington,WA,1969,Female,West,Pacific,71.71519559,black
Washington,WA,1969,Male,West,Pacific,63.65135842,black
Washington,WA,1970,Female,West,Pacific,72.09745389,black
Washington,WA,1970,Male,West,Pacific,63.90331864,black
Washington,WA,1971,Female,West,Pacific,72.55385805,black
Washington,WA,1971,Male,West,Pacific,64.38980647,black
Washington,WA,1972,Female,West,Pacific,72.9572866,black
Washington,WA,1972,Male,West,Pacific,64.86995297,black
Washington,WA,1973,Female,West,Pacific,73.26118497,black
Washington,WA,1973,Male,West,Pacific,65.16529873,black
Washington,WA,1974,Female,West,Pacific,73.52681096,black
Washington,WA,1974,Male,West,Pacific,65.53811435,black
Washington,WA,1975,Female,West,Pacific,73.74381624,black
Washington,WA,1975,Male,West,Pacific,65.85104045,black
Washington,WA,1976,Female,West,Pacific,74.04367101,black
Washington,WA,1976,Male,West,Pacific,66.19175055,black
Washington,WA,1977,Female,West,Pacific,74.11673048,black
Washington,WA,1977,Male,West,Pacific,66.47472617,black
Washington,WA,1978,Female,West,Pacific,74.22514735,black
Washington,WA,1978,Male,West,Pacific,66.67814687,black
Washington,WA,1979,Female,West,Pacific,74.4132196,black
Washington,WA,1979,Male,West,Pacific,66.91579607,black
Washington,WA,1980,Female,West,Pacific,74.48777552,black
Washington,WA,1980,Male,West,Pacific,67.10573334,black
Washington,WA,1981,Female,West,Pacific,74.62718191,black
Washington,WA,1981,Male,West,Pacific,67.25197401,black
Washington,WA,1982,Female,West,Pacific,74.83903195,black
Washington,WA,1982,Male,West,Pacific,67.49412596,black
Washington,WA,1983,Female,West,Pacific,74.91665309,black
Washington,WA,1983,Male,West,Pacific,67.56968149,black
Washington,WA,1984,Female,West,Pacific,74.9086888,black
Washington,WA,1984,Male,West,Pacific,67.62486597,black
Washington,WA,1985,Female,West,Pacific,75.14446954,black
Washington,WA,1985,Male,West,Pacific,67.93361684,black
Washington,WA,1986,Female,West,Pacific,75.4031911,black
Washington,WA,1986,Male,West,Pacific,68.07983354,black
Washington,WA,1987,Female,West,Pacific,75.54685697,black
Washington,WA,1987,Male,West,Pacific,68.21143345,black
Washington,WA,1988,Female,West,Pacific,75.48095855,black
Washington,WA,1988,Male,West,Pacific,68.27608018,black
Washington,WA,1989,Female,West,Pacific,75.53066216,black
Washington,WA,1989,Male,West,Pacific,68.33170368,black
Washington,WA,1990,Female,West,Pacific,75.72919683,black
Washington,WA,1990,Male,West,Pacific,68.36699235,black
Washington,WA,1991,Female,West,Pacific,75.895428570000007,black
Washington,WA,1991,Male,West,Pacific,68.60811559,black
Washington,WA,1992,Female,West,Pacific,75.87870951,black
Washington,WA,1992,Male,West,Pacific,68.80017326,black
Washington,WA,1993,Female,West,Pacific,75.95180501,black
Washington,WA,1993,Male,West,Pacific,68.92330661,black
Washington,WA,1994,Female,West,Pacific,76.2338264,black
Washington,WA,1994,Male,West,Pacific,69.07009148,black
Washington,WA,1995,Female,West,Pacific,76.56236905,black
Washington,WA,1995,Male,West,Pacific,69.56380972,black
Washington,WA,1996,Female,West,Pacific,76.70495443,black
Washington,WA,1996,Male,West,Pacific,70.01827584,black
Washington,WA,1997,Female,West,Pacific,76.93654571,black
Washington,WA,1997,Male,West,Pacific,70.54884788,black
Washington,WA,1998,Female,West,Pacific,77.14823396,black
Washington,WA,1998,Male,West,Pacific,71.00815801,black
Washington,WA,1999,Female,West,Pacific,77.15406915,black
Washington,WA,1999,Male,West,Pacific,71.39784357,black
Washington,WA,2000,Female,West,Pacific,77.30590185,black
Washington,WA,2000,Male,West,Pacific,71.87912498,black
Washington,WA,2001,Female,West,Pacific,77.63445514,black
Washington,WA,2001,Male,West,Pacific,72.26443824,black
Washington,WA,2002,Female,West,Pacific,77.93501413,black
Washington,WA,2002,Male,West,Pacific,72.54954313,black
Washington,WA,2003,Female,West,Pacific,78.22653187,black
Washington,WA,2003,Male,West,Pacific,72.85133345,black
Washington,WA,2004,Female,West,Pacific,78.53823394,black
Washington,WA,2004,Male,West,Pacific,73.32978299,black
Washington,WA,2005,Female,West,Pacific,78.85160749,black
Washington,WA,2005,Male,West,Pacific,73.5998495,black
Washington,WA,2006,Female,West,Pacific,79.08440446,black
Washington,WA,2006,Male,West,Pacific,73.90634093,black
Washington,WA,2007,Female,West,Pacific,79.28277117,black
Washington,WA,2007,Male,West,Pacific,74.23660531,black
Washington,WA,2008,Female,West,Pacific,79.51893142,black
Washington,WA,2008,Male,West,Pacific,74.51537732,black
Washington,WA,2009,Female,West,Pacific,79.81662755,black
Washington,WA,2009,Male,West,Pacific,74.91153395,black
Washington,WA,2010,Female,West,Pacific,80.0426955,black
Washington,WA,2010,Male,West,Pacific,75.27786701,black
Washington,WA,2011,Female,West,Pacific,80.31287929,black
Washington,WA,2011,Male,West,Pacific,75.42078806,black
Washington,WA,2012,Female,West,Pacific,80.56855414,black
Washington,WA,2012,Male,West,Pacific,75.53445451,black
Washington,WA,2013,Female,West,Pacific,80.64363859,black
Washington,WA,2013,Male,West,Pacific,75.5143122,black
Washington DC,DC,1969,Female,South,South Atlantic,68.34662211,black
Washington DC,DC,1969,Male,South,South Atlantic,58.57736572,black
Washington DC,DC,1970,Female,South,South Atlantic,68.5040337,black
Washington DC,DC,1970,Male,South,South Atlantic,58.72951187,black
Washington DC,DC,1971,Female,South,South Atlantic,68.77969234,black
Washington DC,DC,1971,Male,South,South Atlantic,59.05174907,black
Washington DC,DC,1972,Female,South,South Atlantic,69.23697924,black
Washington DC,DC,1972,Male,South,South Atlantic,59.39887372,black
Washington DC,DC,1973,Female,South,South Atlantic,69.73504293,black
Washington DC,DC,1973,Male,South,South Atlantic,59.87702546,black
Washington DC,DC,1974,Female,South,South Atlantic,70.12742601,black
Washington DC,DC,1974,Male,South,South Atlantic,60.07596563,black
Washington DC,DC,1975,Female,South,South Atlantic,70.50817075,black
Washington DC,DC,1975,Male,South,South Atlantic,60.41206599,black
Washington DC,DC,1976,Female,South,South Atlantic,70.80156609,black
Washington DC,DC,1976,Male,South,South Atlantic,60.73943372,black
Washington DC,DC,1977,Female,South,South Atlantic,71.02473547,black
Washington DC,DC,1977,Male,South,South Atlantic,61.10510211,black
Washington DC,DC,1978,Female,South,South Atlantic,71.32273798,black
Washington DC,DC,1978,Male,South,South Atlantic,61.43062721,black
Washington DC,DC,1979,Female,South,South Atlantic,71.62822854,black
Washington DC,DC,1979,Male,South,South Atlantic,61.51095383,black
Washington DC,DC,1980,Female,South,South Atlantic,71.68508658,black
Washington DC,DC,1980,Male,South,South Atlantic,61.5342396,black
Washington DC,DC,1981,Female,South,South Atlantic,71.81957093,black
Washington DC,DC,1981,Male,South,South Atlantic,61.65604745,black
Washington DC,DC,1982,Female,South,South Atlantic,72.11608805,black
Washington DC,DC,1982,Male,South,South Atlantic,61.87266428,black
Washington DC,DC,1983,Female,South,South Atlantic,72.27045302,black
Washington DC,DC,1983,Male,South,South Atlantic,61.88152328,black
Washington DC,DC,1984,Female,South,South Atlantic,72.37691263,black
Washington DC,DC,1984,Male,South,South Atlantic,61.49410287,black
Washington DC,DC,1985,Female,South,South Atlantic,72.23399022,black
Washington DC,DC,1985,Male,South,South Atlantic,61.13511044,black
Washington DC,DC,1986,Female,South,South Atlantic,72.09092168,black
Washington DC,DC,1986,Male,South,South Atlantic,60.59704967,black
Washington DC,DC,1987,Female,South,South Atlantic,71.91119184,black
Washington DC,DC,1987,Male,South,South Atlantic,59.92424792,black
Washington DC,DC,1988,Female,South,South Atlantic,71.71055327,black
Washington DC,DC,1988,Male,South,South Atlantic,58.94902171,black
Washington DC,DC,1989,Female,South,South Atlantic,71.72282106,black
Washington DC,DC,1989,Male,South,South Atlantic,58.16987099,black
Washington DC,DC,1990,Female,South,South Atlantic,71.7836131,black
Washington DC,DC,1990,Male,South,South Atlantic,57.79266812,black
Washington DC,DC,1991,Female,South,South Atlantic,71.92495041,black
Washington DC,DC,1991,Male,South,South Atlantic,57.61716564,black
Washington DC,DC,1992,Female,South,South Atlantic,72.00285005,black
Washington DC,DC,1992,Male,South,South Atlantic,57.4326754,black
Washington DC,DC,1993,Female,South,South Atlantic,72.07649282,black
Washington DC,DC,1993,Male,South,South Atlantic,56.98562312,black
Washington DC,DC,1994,Female,South,South Atlantic,72.00741219,black
Washington DC,DC,1994,Male,South,South Atlantic,57.082813,black
Washington DC,DC,1995,Female,South,South Atlantic,72.12313562,black
Washington DC,DC,1995,Male,South,South Atlantic,57.66119119,black
Washington DC,DC,1996,Female,South,South Atlantic,72.34138976,black
Washington DC,DC,1996,Male,South,South Atlantic,58.6923483,black
Washington DC,DC,1997,Female,South,South Atlantic,72.63134587,black
Washington DC,DC,1997,Male,South,South Atlantic,60.5776749,black
Washington DC,DC,1998,Female,South,South Atlantic,72.83038582,black
Washington DC,DC,1998,Male,South,South Atlantic,61.67403001,black
Washington DC,DC,1999,Female,South,South Atlantic,73.07793783,black
Washington DC,DC,1999,Male,South,South Atlantic,62.05167253,black
Washington DC,DC,2000,Female,South,South Atlantic,73.33880744,black
Washington DC,DC,2000,Male,South,South Atlantic,62.47524387,black
Washington DC,DC,2001,Female,South,South Atlantic,73.59035735,black
Washington DC,DC,2001,Male,South,South Atlantic,62.63775115,black
Washington DC,DC,2002,Female,South,South Atlantic,73.76961684,black
Washington DC,DC,2002,Male,South,South Atlantic,62.9845223,black
Washington DC,DC,2003,Female,South,South Atlantic,73.86234318,black
Washington DC,DC,2003,Male,South,South Atlantic,63.53757231,black
Washington DC,DC,2004,Female,South,South Atlantic,74.03026265,black
Washington DC,DC,2004,Male,South,South Atlantic,64.14490914,black
Washington DC,DC,2005,Female,South,South Atlantic,74.10795857,black
Washington DC,DC,2005,Male,South,South Atlantic,64.56721461,black
Washington DC,DC,2006,Female,South,South Atlantic,74.3797931,black
Washington DC,DC,2006,Male,South,South Atlantic,65.17441967,black
Washington DC,DC,2007,Female,South,South Atlantic,74.73693278,black
Washington DC,DC,2007,Male,South,South Atlantic,65.74954708,black
Washington DC,DC,2008,Female,South,South Atlantic,75.14312787,black
Washington DC,DC,2008,Male,South,South Atlantic,66.3188061,black
Washington DC,DC,2009,Female,South,South Atlantic,75.63835412,black
Washington DC,DC,2009,Male,South,South Atlantic,66.98398043,black
Washington DC,DC,2010,Female,South,South Atlantic,75.96691386,black
Washington DC,DC,2010,Male,South,South Atlantic,67.99035785,black
Washington DC,DC,2011,Female,South,South Atlantic,76.15639787,black
Washington DC,DC,2011,Male,South,South Atlantic,68.5719027,black
Washington DC,DC,2012,Female,South,South Atlantic,76.22988264,black
Washington DC,DC,2012,Male,South,South Atlantic,68.89711625,black
Washington DC,DC,2013,Female,South,South Atlantic,76.26234497,black
Washington DC,DC,2013,Male,South,South Atlantic,68.98653152,black
West Virginia,WV,1969,Female,South,South Atlantic,68.02020993,black
West Virginia,WV,1969,Male,South,South Atlantic,59.54336956,black
West Virginia,WV,1970,Female,South,South Atlantic,68.2378847,black
West Virginia,WV,1970,Male,South,South Atlantic,59.72873129,black
West Virginia,WV,1971,Female,South,South Atlantic,68.55952149,black
West Virginia,WV,1971,Male,South,South Atlantic,59.83133581,black
West Virginia,WV,1972,Female,South,South Atlantic,68.92404821,black
West Virginia,WV,1972,Male,South,South Atlantic,60.00224279,black
West Virginia,WV,1973,Female,South,South Atlantic,69.35840535,black
West Virginia,WV,1973,Male,South,South Atlantic,60.27173492,black
West Virginia,WV,1974,Female,South,South Atlantic,69.72478233,black
West Virginia,WV,1974,Male,South,South Atlantic,60.61591935,black
West Virginia,WV,1975,Female,South,South Atlantic,70.0716468,black
West Virginia,WV,1975,Male,South,South Atlantic,61.04984158,black
West Virginia,WV,1976,Female,South,South Atlantic,70.54432761,black
West Virginia,WV,1976,Male,South,South Atlantic,61.5921723,black
West Virginia,WV,1977,Female,South,South Atlantic,70.70602229,black
West Virginia,WV,1977,Male,South,South Atlantic,61.89568558,black
West Virginia,WV,1978,Female,South,South Atlantic,71.09123733,black
West Virginia,WV,1978,Male,South,South Atlantic,62.29493965,black
West Virginia,WV,1979,Female,South,South Atlantic,71.30189868,black
West Virginia,WV,1979,Male,South,South Atlantic,62.78817931,black
West Virginia,WV,1980,Female,South,South Atlantic,71.76969626,black
West Virginia,WV,1980,Male,South,South Atlantic,63.14569651,black
West Virginia,WV,1981,Female,South,South Atlantic,72.18759724,black
West Virginia,WV,1981,Male,South,South Atlantic,63.46740318,black
West Virginia,WV,1982,Female,South,South Atlantic,72.42852914,black
West Virginia,WV,1982,Male,South,South Atlantic,63.73048478,black
